text,label
Ќ«”ж»,1
«ббе н»«—ябя жн—“ёя «б«Ќ”д н« Ўн» ,1
√Ё÷б гџдн ж«ббе,1
»Ќ»я ,1
Ёд«д… ћгнб… ж’ж е« √ћгб  Џ гѕ Џбм «ѕ«Ѕе« «б’ж н жбн” я»«ён «бЁд«д«  нЏ гѕд Џбм «бЏ—н,1
«д«  »Ќ»я н«  —еЁ,1
«Џѕ«ѕ«  «б»«нж” янЁ еня Ќбж… гж “н б«» ж»н,1
ќ–ж« «б√гЋ«б гд √Ёж«е «бгќ«днЋ,0
ћѕе  Ќ «ћ бб‘ёё дўнЁ…. гд «Ё÷б «б‘ёё Ё «бдў«Ёе «бгё»жбе. —нЌ… ”н∆е Ён «бгЎ»ќ «б Џёнг «бћнѕ ж«б дўнЁ бб√ѕж«  «бгЎ»ќ,0
гЏбг,1
«бЁѕнж Ќбж »—«Ёж« « гдм ѕЏгяг бёд« н ж«‘ —«яг Ёне« нЌЁўяг «б—Ќг«д,1
» ћћћддн,1
«бё«—» «б”—нЏ ,1
—ж нднеж«—ћЏгд «бгѕ—”е √џн— гб«»”нж« џѕ«ѕ«Ѕж«—жЌЏбмгжбж«—ћЏгд«бгжббЏ»‘жнгд«б бнЁжд»Џѕе«≈дЏ«‘ж«бЏ»гЏ «ќж« н ‘жн»Џѕе«д—жЌб»н ќ«б н»Џѕе««—ћЏ«џн—гб«»”нж«ће“џ—Ё н»Џѕе««ябЌбжн« жЁж«яе»Џѕе««Ё—ћ√”д«днж«д÷Ё»‘— нж«д«г»”б«ге–«я«д—ж ндн «бнжг «–« Џћ»яг « д”жд «б«‘ —«я »ёд« н,1
√де«  гЁ—жѕ » —÷Џе   бџ«не Џг— ”д нд  «д« гё«жге ж«д« Џдѕн  ‘еж—,1
я—… «б«—“,1
Џдѕг« √Ёя— Ён «бг«÷н н ёЎЏ ёб»н  ж√ гдм бж «б“г«д н—ћЏ ббж—«Ѕ  гЏ »”г… «бЎЁжб… ж«ббЏ» ж«бг—Ќ »ѕд √Ёя«— ќ»нЋ…,0
«д« »Ќ»я «д  н«—еЁ,1
Џћ»дн ж«ббе гд я«б «’Ќж н«Џ—» ’ѕя «’Ќж н«Џ—» «’Ќж ќбн дЎж—,1
н“г »Ў«Ў« Ён «бќбЁн…  »Џ  «бёд«…,0
б« Ќжб жб« ёж… «б« »ббе «бЏбн «бЏўнг,0
 «д  Ќ“нд г ÷«нё гя ∆«» гегжг  жѕ «бгж   б — «Ќ,0
«—“,1
«б√”»« н Ён ж—ё «ббЏ»,1
 √бг ,0
б« »б ѕ—ж” бд« бж÷Џ «бѕя ж— ж«бгЏбг ж«бЏ«бг ж«б»«ЌЋ ж«бгжеж» ж«б‘нжќж«б«ѕ»«Ѕ ж«бгж—ќжд Ён гж÷Џег ж«б«» Џ«ѕ Џд ”ќ—н… «б≈Џб«г ж«бг‘«ен— ж«бге—ћнд «ббн дёбег яж» ‘«ен ж«Џб«д  ћ«—неб  Џбг «д… Ё Ќ гбЁ гд ё»б Џбг«Ѕ «бгд«ќ «д… ”нЌѕЋ я«—Ћ… гд«ќн… жё«бж жё«бж жё«бж  »ѕб г« ” ебя «б√гж«б Ён «б ћднѕ ж«б ”бнЌ «” џбже« Ён »д«Ѕ «б≈д”«д бЌѕжЋ «г— џн— г жёЏ  ж√џбё  гбЁ« ег »ѕ«Џн «б е—нћ  б« «бнжг ћнбд«  џ“н… «б ёдн… Ёб«»ѕ гд «бЌ–— ж«” ќѕ«ге« »«б‘яб «б’ЌнЌ  «б√“н«Ѕ «бгЎ«Џг «бг«—я«  «б√ће“… «бЏг«— »д«Ѕ «б‘ќ’н… «бЁя— «бг” ёб  я«ѕ   Ёя «б√”— жбн…яж—жд« « «Ѕ бн— » «б√гж— Ё«бЌгѕ«бЌгѕ«ббе,1
«бЁ г»—жя н« —ежЁ,1
√’«б… «ѕнян « Џбг н ж Ўбё н » ћн»ж «бяб«г бдЁ”яг,0
гЏ «д «бЌбё… Џћ» дн гЋб яб «бЌбё« »” г« Ќ»н  «б дг— Џбм «бЁд«д Ќ”нд «бћ”гн,0
яб«гяг Џ”б ж«ббе нжЁёяг б√д ћ«н  д’Ќжд «бд«” Ќ м  г« няуЏжд »е–« «бќЎ√ ¬бн нѕг— д«” еж«н… ,1
«д« Ќћ— б« «»ян жб« «÷Ќя,1
гћ«дн,1
«Ќб«г «б’Ќ  ёжбн ”ж»— ≈дЏ«‘,1
Џдѕг« «гж  ”жЁ н÷Ќя гд ня—едн ж”н»ян гд нЌ»дн ,0
«д« »Ќ»я —еЁ,1
ееееееееееееееееееееееее «б”б«г Џбняг ‘ябя н«ќн џн—  ’ж—… «бЏ—÷ «бЌнд √Ё÷б  ћб» «б«д »«е √яЋ—  Џћ»дн »’—«Ќ… «Ќ б««гн ≈бя ,1
÷ЏнЁ. ё—»е гд «бЌ—г. ќѕг«  ”н∆е ћѕ«р ћѕ«р гд «б«” ё»«б ж ”бнг «бџ—Ё жќѕге «б«д — д  »Ёбж” жќѕге «б»“д” ”д — »Ёбж” жќѕге  дўнЁ «бџ—Ё ёѕ б«  жћѕ   ’б  Ўб» «н ‘н б« н г  б»н е «б« »Џѕ ”«Џ«  ћѕ«р ќѕг«  ”н∆е жб« «д’Ќ «Ќѕ »«б”яд Ёне «»—«ћ «б»н  Ёне« Ёд«ѕё «Ё÷б »яЋн— ждЁ” «б”Џ— жќѕг«  ггн“е гЋб «бгжЁд»ня »б«’ё бе жќѕг«  —жЏе,0
б« Ќжб жб«  ёж… ≈б« »«ббе √бЎЁ »нд« н« —»,0
 »нЏе «д« «‘ —не гдя ќ«Ў—н Ёне ж«ббе  ’ѕнёя жЌ»н»я гд «б”Џжѕне ,1
гћджде г« гЏ«е« Џёб,0
Ёбж” “«нѕе,0
нЌ—«г,0
‘ћ—…  «д«»« «,1
«ћгб ‘нЅ ггяд  ”гЏе «бнжг г” г Џ ћѕ««« ,1
Ќг«г Џ«г,1
ееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееее Ќ—я«  «бдЁ«ё,0
ж«ббе  » Џ—жд« ««Ќ‘н‘ «’бн,0
яцб “ё »«ббе  Ёу‘б,0
ж«”—Џ  ”«г”ждћ,1
ж«ѕЏ« ,0
г—»Џ «”жѕ ’џн— «бЌћг,1
‘жЁж нЏдн Ќ м гд ж«Ќѕ н«ќ– «бЌ–— жбж«ћ» «–« «ббе н—нѕ н’н— »ня ‘н бж  ќбн —жЌя »‘н‘е нћнбя нћнбя жбн «ббе н” —е н” —е ж«Ќде г«Џѕде џн— «ббе ж«еб «б»н  нЏдн ѕя ж— »яѕе «янѕ нЌгн дЁ”е »яб «дж«Џ «бЌ–— ж’«— »н «ббе нЏнд «бяб,1
«бн —«ЁЏ нѕе «е»б ж«Ќѕ,0
»ён «б÷нЁ «бѕ«∆г г«  ЌѕЋ  Џдж,0
‘ж —«ня н« —еЁ » Џгбн Ёнѕнж гнд »нЏ—Ёя «яЋ—,1
ябг… «б—”жб ЌЎжжж б«ня н«гЌнде«,1
«б”б«г Џбняг √” «– ’б«Ќ ћЏб д« дг— »бЌў«   —ё» ж  ‘жнё ж я√дд« Ён г‘еѕ ”дг«∆н г ёд гжЁё ≈д ‘«Ѕ «ббе,1
г—«««« Ќбж «бгёЎЏ ж«” г Џ  Ёне ћѕ«««  »” Џдѕн гб«Ќўе «дж ’ж  «»ѕ« гж ж«÷Ќ »«бЁнѕнж ж√дя г«  Џбн ’ж  «бгж”нём «бќбЁне ж‘я—«« г—« Џбм «бгёЎЏ,1
ѕжб «бќбнћ б«  гбя ”жм ћнж‘ гд «б–»«» «б≈бя —ждн бб√”Ё жЁб”Ўнд «бгЌ б… ‘Џ»е« нѕ«ЁЏ Џде« б«нЌ «ћ √‘»«е «б—ћ«б ж«б–б ж«бќ“н ббЏгб«Ѕ ж«бќжд… гд »дн ћбѕ д«,0
 Ќн« н б« «ќж д«  Ёб”Ўнд,1
«д« гд ѕ«— »ќн  «бгЌб нё—»бд«,1
г»ѕЏе »” «бѕ”б«ня Џ‘«д «бябге Џ—»н жябге «дёб‘  «” ё—н Џбм бџе ж«” г—н,0
’б«Ќ «Ќ»я ,1
г —ж,1
«ббе н—Ќге жн”яде Ё”нЌ ћд« е жнбег √ебе «б’»— ж«б”бж«д,0
«дн ж«д яд  б««бё«ех  «бё¬¬¬ех ,1
г«Ёег  Ќ—Ё Ю,0
ё бже жбн” »”» «бЁн—ж”,0
Ћб«Ћ…,1
Џћ»дн «бяб» Ён «б»ѕ«н…,1
—еЁ «Џгбнбд« бЁ«  Ќћ«» г «»Џ я гд ”ж—н«,1
н«—» н« —Ќнг ‘Ён «гн гд г—÷ ’—Ў«д ж ‘Ён яб г—н÷ Џ жће «б«—÷,1
‘ж « Ё÷б ж ”нѕ —«”н «»ж дћн» »нг—ёег гд  Ќ  »«Ўж «бћг«Џе Ќ—н’нд,0
«б÷—» Ён «бгн  Ќ—«г,0
‘ќ’ н— ѕн ё»Џ…,1
”ег ббнгнд ж ббн”«—,1
»Џг—н г«»ён  «“ж— Ў»н»,0
Ќ“нд ,0
г—÷м «ббе н‘Ёнег,0
ќ—» ‘—Ёяг гб«ннд г‘ —я «‘яѕ « Ќ’бжд Ёбж” е”е,0
—еЁ »Ќ»яя н—«,1
 гЋ«б «бЌ—н…,1
нж—ж,1
‘я—««««,1
Џ“« г«бег Џдћѕ г«бег н«ћг«Џе Ќѕ нЌянбн ‘ж »н’н—,0
«д« ¬ебн н”»ждн жн÷—»ждн жн”гждн √»ж «б»жб ж«бЌгѕ«ббе ’—  Ў»н» «”д«д ,0
жЌѕ… гя«ЁЌ…  ня  жя ,0
Ќ‘—…,0
—жЏе »’—«Ќе,1
Ўн» «д  Ќб«б   Џ—Ё Џбм »д«  ж  ’«Ќ» ж  Џгб Џб«ё«  ћд”н… »” “жћ я б«“г  яжд »д  »дж  Џг—е« г«  Џ—Ё  Џбм ‘»«» нбЏд Ёя—яг «бж”ќ. ж Ќ м «бг “жћ… ггяд  Џгб Џб«ё« . Ё«я— «д «б“ж«ћ еж «бЌб....,0
‘ё… ж«”Џ… жќѕг«  ÷ЏнЁ…. Ќћг «б‘ё… џ—Ё… ж’«б… я»н— жЁ—‘е« гё»жб .. б«нжћѕ џб«н… гн«е я« нб бб‘«н ж«бёеж… жЎб» е« гд «б«” ё»«б   г—«  ж√—”бже« бн »Џѕ Ќж«бн ”«Џ нд гд Ўб»е« .«бЁжЎ ёѕнг… жгг“ё… жб«нжћѕ «бяЋн— гд г” б“г«  «бгЏн‘… »«б‘ё… √ж «бгЎ»ќ,0
жббе е«ѕ «ббг»н гќ—» «бЌЁбе гЁя— Џг нЏгб ‘н Ќбж,0
ё’Ё ћ»е… ћѕ,0
г“нѕ«р гд «б√»ѕ«Џ,1
ћ—»  «Џгб дЁ” «б«ќ »«— «ббн Џгбе ’б«Ќ Ќ«гѕ  бён  «б”—Џе Џдѕн  гнћ«  Ё÷б  «ЏнЎ ,0
нќ””жд ж«ббе «”—«∆нб г«я«д  ѕжб… жб« Џг—е« Ќ яжд,0
н«гд  Ќ»жд «бд»н  рю’бшж« Џбн№е Е ж”бгж«  ”бнг№«ю«ббег ’буш ж”бг ж»«—яюЏбм д»нд«   ’б«… ѕ«∆ге »ѕж«гя ю »«ён… »»ё«∆я б« гд ем бе« ,1
ѕн г‘ ѕжб Џўгм ѕн ѕжб Џ’«»« ,0
жЌ‘,1
«бня «я »  жгнд «ббн ё«бя √де б« нЏбг  н ен√бн  б« ѕе »н” е»б  еж гдег  ѕе √жбег   ,1
÷ЏнЁ ћѕ«р. б« нЏћ»дн. б« нжћѕ дўЁе,0
ћ—–,0
 н гдм «бгж ,0
«бЌгѕббе ж д н янЁя Ќ»н» н,1
бж ‘жЁж  —м ѕн” б«ня «яЋ— гд б«ня »«бЁнѕнж,0
бёѕ Ёёѕ  Ќд«д «»н Ёёѕ  Ќд«д «»н »”»» б« «” ЎнЏ ёжбе жбяд бг « жёЏ Ён Ќн« н √д н√ н нжг ж«Ёёѕ Ќд«д «б«» ,0
е«н «бѕ»я… «б√—ѕдн… ж«ббе «џ—» ѕ»яе ‘Ё е« »Ќ«н н,0
н« «ќн «д« яб Ќбгн Ён  ћгнЏе  ‘џб  еееееее ,0
ж«ббе «дя  ‘»не Ё жд »г”б”б гж”г «бя—“,1
Џ–««» √‘жЁ е«бџнѕнж ж√д« ’«нге ж«ббе «бЏўнг Ќ——«г нгяд »” √д« гд,0
«ббе,1
г« « жёЏ  ж’б  ћнћ« »”  яжд ё—н»е  ,0
жббе «бЏўнг е–е «бг—«”бе  ”же «б«Ё —ћб гд Ќяжг« д« «бЏ—»не «бЁ«‘бе,0
«Џ ёѕ  ѕжб«— «ќ– е« Ё гд ‘«жгн «ёжм,0
»”яжн ,1
д гдм гд Ќ÷— я гд  ћгЏ ж  Џ—÷ «бёЎЏ яб ёЎЏ… гћ—ѕ г«  ”жнбе« «д»жя”дя н÷е— «б”Џ— »ћ«д»е« »«бѕжб«—   Ќн« н «бя гд «бЏ—«ё,1
ѕ«∆—… “—ё«Ѕ я»н—… «бЌћг,1
√гнннннд,1
ббд”н«д «ббе б« нЏнѕе. жб« ‘нЅ. «бгд ћЏ √”«”« џн— ћ«е“ ж’б  »«ббнб ж«” ќѕг  ≈÷«Ѕ… «бћж«б Џ‘«д √ёѕ— √Ё Ќ »«» џ—Ё н.’Ќн  «б’»«Ќ Џбм «“Џ«ћ  Џ«гб я«дж Џдѕ »«» џ—Ё н н“—Џжд «бЌѕнё… .√д« жЏ«∆б н яд« д ћд» «бЏг«б гж «бЏя”.«бгЎЏг «бжЌнѕ Ён «бгд ћЏ г« Ёне яе—»«Ѕ.«бгд ћЏ г« Ёне √н ЁЏ«бн«  Џѕ« ”н«—… «бёжбЁ ≈нћ«—е« «б”«Џ… » ж»ѕжд ”ж«ё »Џѕ .ж Ёжё е–« ябе Џдѕег гѕн— г’—н џн— гƒѕ» √»ѕ« .Ќћ“ бнб нд ж ЎбЏ  гд √жб бнб… жЏж÷ждн Џд Ќћ“н » —н«б ЁёЎ.,0
«д н ћгнб…,1
Ёнѕнж гЌ —Ёнд  нЏЎня «бЏ«Ёне,1
г” г Џ,1
гё»жбе. бг нЏћ»дн ‘н. «бџ—Ё ÷нё… ж «бгянЁ«  Ќ«—е жЏѕг  ж«Ё— ќѕг«  «бџ—Ё жЏѕг жћжѕ гд«‘Ё Ё«бЌг«г« ,0
”н ббџ«не. . Џѕг «б”г«Ќ б“ж«— »«бѕќжб »ндг« «бЁд«ѕё «б«ќ—м  ”гЌ,0
»жяне,1
÷ЏнЁ ћѕ«р. б« ‘нЅ «Ўб«ё« ёг  »«” ≈ћ«— Ћб«Ћ џ—Ё ябе« я«д  —«∆Ќе «бЌг«г б«  Ў«««««««ё . ,0
»” » г—÷ «жб Ќѕ« » ‘янбж ж» √ќ– —√нж еж √гя ж»Џѕ« » —жЌ Џбѕя ж— ж» —ЌЏ  Ќян б√гя ‘ж ёбя «бѕя ж—  ж» √ќ– —√н« яб «бЏбг ж«бЎ» г«—«Ќ нЌ” »жћЏя г б г«» Ќ” Ёня «гя ж«бѕ« »¬ќ— нЎбЏ Џдѕ« Ёя—г«б √гя √‘ —я »бёд«… ж—Ќ  д—ѕ  ,1
н« «ббе  ж«ббе ёб»н « ёЎЏ,0
Џ«««‘ ж«««ёЁ «»ж ‘еншнш»,1
еееееее г   дж ж√н «жб г—… «Ќ÷— Ќѕ« бебѕ—ћ… ж«÷Ќя ж»д’ √бнб ,1
«д«  »” дм  б«Ё—Ў ÷Ќяяд  гЁя—н ж »д  ееееееееееееееееееееееееееееееее√—Ё нё—Ёж«,0
«’Џ» Ќ«ће Џгжг« е Ќ’бя Ён Ќн« я ѕ«нг« » »ё« гд «ебя «бн еж »нжбѕж «бЎЁб Џ‘«д нЏ–»же г ќбЁннд Џёбн« ЁЏбд жнЎбЏж Џёѕег Џбне —»д« н«ќѕ «ебн ж«н «еб г»н‘бж‘ г”ƒбне «б«гжге ж»нЏгбж яѕе Ён «ЎЁбег «бн еж «д  ’џн—   жбѕ  б«ён «гя » я—ея,0
ћгб Џ—»н,1
«б”«Џ… «бЋ«гд… жд’Ё,1
≈бн нЌ» «бё—¬д б√ »я,1
н«”« — н«”« — ,0
«д« яг«д «б  еня,1
«бће«“ бб«”Ё г« нѕЏг «бя—жг я«”  бг« «”жн бе ”я—нд гн—ж— «б’ж  »нЎбЏ гд «бће«“ ж«б бЁ“нжд бб«”Ё «дн ‘«—не »” Ќё гн—ж— ж«бЌнд Ќ«–Ё… г« «” Џгбе жёбнб г« няжд гЏ«н,0
ж«ббе √д« г« √Ўнё √Ќб«г »” д«д”н ж√Ќб«г «б≈Ћднд я«дж нЌяж Ё« —«џ» Џб«г… ё’Ё √Ќб«г »н ћ»е е« ж ћ«ж“ д«д”н ж«ббе Џдѕе  Ё—ё«  Џбм яб Ќ«б «бЋб«Ћ… г« «Ўнёег ,0
≈Ќ”«” Ён—ж“ћгнб,1
«ќ—м ‘н «бќ—н… енЁ« я–«»… жѕћ«б… жгжб«»ёбе« «бЌёнё… г“нЁ… »яб ‘н Ќ м бг« » Ќян »ѕжд «Ќ”«” нЏдн Ў«»… гд «б»б«” ня —жЌн ж«дёбЏн жќб’нд« гд ‘ябя жЏн» Џ«ббн нд«ё‘я,0
«б’нд »б Џд’—не ж«” »ѕ«ѕ,0
«бЁнѕнж гЌ–жЁ г«б нж”Ё,0
б« «д’Ќ »е. б« ‘н. «бЁ—‘ ёѕнг ж»е —«∆Ќе я—нее жѕж—е «бгн«е ёѕнге ћѕ«,0
ед«я г‘яб… жЌнѕ… д«ћн  ёнб,0
÷ЏнЁ ћѕ«р. .  Џ«гб ћѕ« ”∆ .ж «бдў«Ё… гЏѕжг…,0
—»н «ЌЁ«÷ «г… «”б«гн…,1
Ўн»,1
»Ќ»я —еЁ ж—»« —»д« нЌЁўяг жн”Џѕяг жнќбняг б»Џ÷ »Ќ»яг я н—,1
√д« «бнжг »Џ÷ «б‘—я«  «ббн ќб  «бжндѕж“  џн— гѕЏжг бяб «б Џ—нЁ«  бб«г«де,0
«ќжн «бж ‘ќ…,0
”б«г ЏбнягЁнѕнже«  Џд Ён—ж” яж—жд«ж« ‘—Ё »«б«‘ —«я »«бёд«е бн’бя яб ћѕнѕ жбѕЏгнж‘я—«,0
ќѕг… ”н∆… жЎ«ёг √”жЅ. «бќ’ж’н… Ён «б‘«Ўн. «бќѕг… ћѕ« ”н∆… ж«б”Џ— б« нд«”» г” жм «б‘«бн… ѕ«ќб «б‘«бн… ћнѕ жбяд гд «бќ«—ћ ёѕнг жџн— гћѕѕ «б«≈÷«Ѕ џн— ћнѕ… нЌ «ћ  ћѕнѕ жг”«Ќ«  ќ÷—«Ѕ,0
«д« г« «Ќ» «д  Ќ“нд  «д  “жћн г« «д  Ќ“нд,0
«ндяг н« «”ќн«Ѕ Ё—Ќждн »‘жн «‘ —«я«  нб« »бннн“ —Ќ д‘жЁ яг гд ж«Ќѕ ”ќн ежд б«   ћ«ебж «б Џбнё —ћ«Ѕ«,1
Ћж—,1
÷ЏнЁ ћѕ«р. б«нжћѕ ‘н. Ќћ“ е »гбџ  ѕ—ег ж«ќ–ж« ÷—«н» ж’б   ѕ—ег ж«Ќ”ег д’«»нд ж«бн Ёне еджжжѕ,0
«бн г Џ–» »еб ѕдне «б«ня «б‘ —«я «ббе н”Џѕя,0
—«гд,1
бг «÷Ќя «»ѕ«,0
гЁ «Ќ —»Ў,1
Џдѕг«  ћ гЏ «бдћ«”… «бб»д«дн… гЏ «бг«б «бќбнћн «бё–— нд ћ –бя «бЁд «бгдЌЎ «б–н  ёѕге Ё÷«∆н«  «бЏе—√г« «бЁд «б”ж—н «б—«ён Ёёѕ  ¬г—  Џбне ёжм «б‘— Ён «б√—÷ б«ќ Ў«Ёе жж√ѕе ж≈ЎЁ«Ѕ ‘гЏ е,0
гЁ «Ќ,1
”ег ’џн— бб√Џбм,1
‘ж ћ«н Џ»«бн  «я” ж«дѕжгн Ќ«—,1
”нЅ б√»Џѕ ѕ—ће ггяде жб« џ—яг «б√—»Џ дћжг. жб« ‘н. яб ‘н »ѕ«н…р гд «бќѕЏ… «бя»н—… Ён «Ћ«Ћ «бџ—Ё г«ЎбЏ  “н «б’ж— «»ѕ« ж«бћѕ—«д «бё–—е ж«бЌг«г бе —«∆Ќе я—нее жг—ж—« »«бЎЏ«г «б”нЅ ћѕ«р ћѕ«р ћѕ«р ж«” ќѕ«г √—ќ’ «бгж«ѕ «бџ–«∆не «бм дў«г «бѕЁЏ ё»б «бгџ«ѕ—… б«д «бгЌ«”» «д ем ѕж«ге е–« Ў»Џ« џн— «бя¬»… «бЁўнЏ… «бгжћжѕ… Ён «бЁдѕё »‘яб Џ«г,0
“е—…,1
б«ня гд ё»б г«  »ѕ√ б√дн Џ«—Ё ≈дя г»ѕЏ ,1
Ён ёд«… ”ж»— Ё«гбн бяб н—жЌ н‘ —я Ёне« »дѕ« дж”бд гнбнжд,1
«д« ббе ж«д« «бне б—«ћЏжд,0
«бЁдѕё н” Ќё «е г«г √яЋ—. «бЁдѕё я»н— ж гжёЏе ћнѕ ж н»ѕж дўнЁ ... «бгжўЁ «бжЌнѕ «б–н я«д »«” ё»«бн  Џ«жд »‘яб я»н— .. б« нжћѕ бѕнег дў«г ббЌћ“ ж «бџ—Ё «бЁ«—џ… ж «бћ«е“… бб√”Ё. Џдѕ «бж’жб бг  яд «бџ—Ё… ћ«е“… г  ћен“ «бџ—Ё… ж»ён… √д ў— гЏ «б√”—…  ѕёнё…Џдѕ «бж’жб бг няд ед«я Ў«ёг Џгб »«бЁдѕё г  ћен“ «бџ—Ё… Џбм «б”—нЏ гг« ћЏбе« √ёб гг«  г ж’Ёе Џбм »жядћбг √ћѕ гжёЁ ”н«—… —џг «бЎб» «бг”»ё,0
«д  б«  д“б Ќ—«г Џћж“  —ян« «д   Ќ» я—яжя  б«Ёжд »я,0
Ёѕѕѕѕѕн  —————»я еня »ѕд« яб «бЌ» «Ќгѕ «бЏбн,1
н««««««««««« е ееее  .≈–« жёЁ  Џбне »”нЎ… гЋбе н««««««««««« ге   .њ њ њ,0
«д н я н— г я»—…,0
√д« гЏя бнбн »” ’—«Ќе Џћ»дн яб«г «б‘» «бн гЏя б«д еж Џг нЌян Џд «б«џб»не  ж’ЌнЌ «бќн«де «бЁя—н… ‘Џж— б« ≈—«ѕн Џбм «б≈д”«д »” нЌ” нЌ«жб н” Џнѕ дЁ”е«дн »«бд”»е «бн √ЏЎн Ё—’е ж«Ќѕе  »” г««—ћЏ гЋб ё»б ж√н ‘ќ’ нќждн  г«« ё»бе »Џѕ »√н Ў—нёе,1
 ћдд нќж«д,1
»Џѕ б«Ќў »Ўб Ќѕ нб«Ќў,0
»” дќб’ гд яж—жд« «ћн б”ж—н« «”»жЏннд б«“г «‘жЁ ”ж—н« «ё—» ‘Џ» ббЏ—«ённд еге «б”ж—ннд ’ЌнЌ «б”Џжѕннд ж«бяжн н»д √жб«ѕ Џгд« ждЁ” «бё»«нб ж«бѕг ж«бд”» »” г«д —«ег «Ќд« жеге «бе г«дѕ— ж«Ќбе  Ќне ббћ»ж— ж«б‘г—н ж«бЏ н»н ж«б”—«н ж«бЏд“н ж«бѕбнгн ж«бЌ—ж»н ж«бЏѕж«дн ж»дн б«г ж«б“»нѕн ж»дн “нѕ ж«б”ж«Џѕ ж«бяЏ»н ж»дн  гнг жћ‘Џг жяд«де ж«яб» жЏ”н— жяб ёЌЎ«дн жЏѕд«дн,1
џн— гж«Ёё…,0
«бЎ»н» ’«Ќ»”д…  жЁн ж«бЏ—» нёжбжд »√д «бЁн—ж” ќЎн— ЁёЎ Џбм я»«— «б”д,0
бн‘ Џг   гнЏн Ўжб «бжё   Џдѕ «б”г«я ,1
√Ё÷б Ёд«де Ќ«бн« Ён “гд «б«џдне «бе«»Ўе,1
«ё«ге џн— г—нЌе ёбнб«. бг нЏћ»дн ‘н. «бгж«ёЁ ÷нёе ћѕ«ћѕ« жЏѕг жћжѕ ќѕг… «бџ—Ё «б« ббЎЏ«г Џѕг «бдў«Ё… «бћнѕе ж«бџ—Ё ’џн—е,0
г»—жя,1
«б”б«г  ЏбнягЏ«н“ «”жн  ћгнЏе яг»нж — »е–« «бЌћг ж «—ћж гд «ббе Ћг гдя «бг”«ЏѕеЏг—н г« ћгЏ   Џ‘«д «ћгЏ яг»нж — »” Џд ћѕ »ѕн «ћгЏ яг»нж — няжд    жя—  ‘«‘е ёжн г«»Џ—Ё «”«гн «б‘—я«  ж «дж«Џ ж ћжѕ«  «бёЎЏ  ггяд  я » бн «н‘ «‘ —н жн—я»ж« «бёЎЏ Џбм »Џ÷«бће«“ џ«б»«р Ќняжд бб«бЏ«» ж «б«Ёб«г ‘я—«р,1
нёжбя —нЌ е г«» ЎбЏ «д« г √яѕ «де нЌ»” Ё÷б« е «бнд —жЌе  ЎбЏ Џ‘«д б«н’—Ё гжне “бге гЏЁд,0
≈д  «бЌ» ,1
«ббн нЌ» —еЁ б«ня ,1
«д д «ге«  Џдѕяд ж»«Ѕ гд «бџ»«Ѕ,0
«Ё÷б нж нж»—,1
«’«б… «ббн н÷Ќя нбЌё,0
«—ћж  Ќ”нд «бќѕге ж«б«Ћ«Ћ. «б‘«Ў∆ ЁёЎ. «б«Ћ«Ћ ж«бќѕге ж«бгЎЏг,0
«ббе нќбн ж нЌЁў д«” Ёб”Ўнд ж «б«—ѕд  ж гдег дж—” ,1
«бќн«д… жб« »Џг—е« я«д ≈б« г»—— «б«дЁ’«б еж «я — Ў—нё… гЌ —г… б« ќбн Џд «бЎ—Ё «б¬ќ— ж«б’—«Ќ…,1
яб ‘ќ’ ж«бе г‘«яб жёе— ж÷нг ќ’ж’ «бЏ—«ён ‘«»Џнд ёе—  «ќќќ«”ге ёд«е нжд” жЏ»ѕ«ббе ,0
нЏЎня «бЏ«Ён… »«‘гедѕ” ’б«Ќ гћежѕ —«∆Џ гд Ё÷бя  Ёнѕд« »ќ»— я Ён «б ёдн…  ќ«’… Ён е–« «бжё  «б–н д»ЌЋ Ёне ћгнЏ«р Џд √ће“… гдён «беж«Ѕ гд «бџ»«— ж«б»я н—н« ж«бџ«“«  ж«б—ж«∆Ќ  Ё»Џѕ √д »ЌЋ  «“ѕѕ  Ќн—… ж«б√”Џ«— г »«нд… ћѕ«р Ёгде« »№  ѕ—ег жгде« Ёжё «б  гЋб   жгде« Ён «бнж нж» нёжбжд «де нЎбЏ ’ж  жг« —жг  —ёѕ гд ’ж е  «—ћжя Ёнѕд« »е«бгж÷жЏ жеб ЁЏб«р ндЁн «беж«Ѕ жнЁнѕ бб’ѕ— ж«б—∆…  ÷—ж—н »«—я «ббе Ёня,1
ж«ббе  ЁЎ— «бяб» »” е«н «бЌн«  жб««“г дж«ће…,0
«д«  “жћ  Ён Џг— 19ж“жћ м 14 жяд  ё«ѕ— «Ё Ќ »н  жем яг«д ”  »н  г‘«Ѕ «ббе жг«ё»«б д« «б г «Џ»  «бЌгѕ ббе жќбЁд« ж«бЌн«е я н— Ќбжм,1
»Ў»Џ «бЎЁб ћ“«∆—н нбн гЏн б«ня,1
√Ќ»я —еЁ «де гд «бЏ—«ё,1
  ‘нќ «бћ»б Ў—нёя бћедг «д‘«Ѕ«ббе ж«бѕнд »—нЅ гд «‘я«бяг ,0
«д’ѕг гд «бн н”«гЌ Ќ м бж ”«гЌ я » »ём Ћё н Ёня гЏѕжге жг«—Ќ «—÷м «Џн‘ гЏ ж«Ќѕ гж ж«Ћёе Ёне,0
«Ё —,1
